-10000 1000000.0
-10000 10000000.0
-10000 4000000.0
-10000 1000000.0
-10000 10000000.0
-8000 5000000.0
-8000 5000000.0
-6500 5000000.0
-6500 10000000.0
-6500 5000000.0
-6500 10000000.0
-5000 5000000.0
-5000 20000000.0
-5000 5000000.0
-5000 5000000.0
-5000 20000000.0
-4000 7000000.0
-4000 7000000.0
-3000 14000000.0
-3000 14000000.0
-2000 27000000.0
-2000 27000000.0
-1000 50000000.0
-1000 50000000.0
-500 100000000.0
-500 100000000.0
-400 162000000.0
-400 162000000.0
-200 150000000.0
-200 231000000.0
-200 231000000.0
-200 150000000.0
1 170000000.0
1 400000000.0
1 255000000.0
1 270000000.0
1 330000000.0
1 300000000.0
1 170000000.0
1 200000000.0
1 200000000.0
1 400000000.0
1 300000000.0
200 190000000.0
200 256000000.0
200 256000000.0
200 190000000.0
400 190000000.0
400 206000000.0
400 206000000.0
400 190000000.0
500 190000000.0
500 206000000.0
500 206000000.0
500 190000000.0
600 200000000.0
600 206000000.0
600 206000000.0
600 200000000.0
700 207000000.0
700 210000000.0
700 207000000.0
700 210000000.0
800 220000000.0
800 224000000.0
800 224000000.0
800 220000000.0
900 226000000.0
900 240000000.0
900 226000000.0
900 240000000.0
1000 254000000.0
1000 345000000.0
1000 254000000.0
1000 275000000.0
1000 345000000.0
1000 265000000.0
1000 310000000.0
1100 301000000.0
1100 320000000.0
1100 301000000.0
1100 320000000.0
1200 360000000.0
1200 450000000.0
1200 400000000.0
1200 450000000.0
1200 360000000.0
1250 400000000.0
1250 416000000.0
1250 416000000.0
1250 400000000.0
1300 360000000.0
1300 432000000.0
1300 432000000.0
1300 360000000.0
1300 400000000.0
1340 443000000.0
1340 443000000.0
1400 350000000.0
1400 374000000.0
1400 374000000.0
1400 350000000.0
1500 425000000.0
1500 540000000.0
1500 460000000.0
1500 440000000.0
1500 540000000.0
1500 425000000.0
1500 500000000.0
1600 545000000.0
1600 579000000.0
1600 579000000.0
1600 545000000.0
1650 470000000.0
1650 545000000.0
1650 500000000.0
1650 545000000.0
1650 500000000.0
1650 470000000.0
1650 545000000.0
1700 600000000.0
1700 679000000.0
1700 679000000.0
1700 610000000.0
1700 600000000.0
1750 629000000.0
1750 961000000.0
1750 770000000.0
1750 735000000.0
1750 805000000.0
1750 795000000.0
1750 720000000.0
1750 700000000.0
1750 629000000.0
1750 961000000.0
1750 790000000.0
1800 813000000.0
1800 1130000000.0
1800 954000000.0
1800 900000000.0
1800 900000000.0
1800 813000000.0
1800 1130000000.0
1800 980000000.0
1850 1130000000.0
1850 1400000000.0
1850 1240000000.0
1850 1270000000.0
1850 1200000000.0
1850 1200000000.0
1850 1130000000.0
1850 1400000000.0
1850 1260000000.0
1900 1550000000.0
1900 1760000000.0
1900 1630000000.0
1900 1650000000.0
1900 1710000000.0
1900 1660000000.0
1900 1630000000.0
1900 1600000000.0
1900 1550000000.0
1900 1760000000.0
1900 1650000000.0
1910 1750000000.0
1910 1750000000.0
1920 1860000000.0
1920 1860000000.0
1930 2070000000.0
1930 2070000000.0
1940 2300000000.0
1940 2300000000.0
1950 2400000000.0
1950 2560000000.0
1950 2530000000.0
1950 2520000000.0
1950 2500000000.0
1950 2400000000.0
1950 2490000000.0
1950 2520000000.0
1950 2560000000.0
1950	2556506575
1951	2593857923
1952	2635733945
1953	2681061562
1954	2729285853
1955	2781208967
1956	2834465152
1957	2890573001
1958	2947422273
1959	3000072655
1960	3042445758
1961	3083508955
1962	3139723532
1963	3209535906
1964	3280979442
1965	3350250014
1966	3420547733
1967	3490293234
1968	3562358631
1969	3637281889
1970	3712969501
1971	3790862584
1972	3867398556
1973	3943271426
1974	4017944003
1975	4090586151
1976	4161861439
1977	4233919881
1978	4306068862
1979	4381075661
1980	4453473910
1981	4536343846
1982	4616406697
1983	4697565583
1984	4777834524
1985	4859510682
1986	4943448890
1987	5029883265
1988	5116984580
1989	5203738890
1990	5291102471
1991	5374112146
1992	5459044019
1993	5541441772
1994	5622359524
1995	5703456064
1996	5783846531
1997	5862652295
1998	5940580694
1999	6017912783
2000	6094669571
2001	6171904482
2002	6249053946
2003	6325743111
2004	6402717607
2005	6479962284
2006	6558066329
2007	6636826517
2008	6715207267
2009	6792892971
